sample_id,token_index,token_text,start_sec,end_sec,audio_start_idx,audio_end_idx,video_start_idx,video_end_idx,audio_start_ms,audio_end_ms,video_start_frame_src,video_end_frame_src,video_start_ms,video_last_pts_ms,video_end_ms,audio_analysis_frame_count,video_sampled_frame_count,audio_quality,video_quality,confidence,method,is_fallback,alignment_source
-3g5yACwYnA$_$13,11,answers,4.0,4.583333333333333,64000,73333,40,46,4000.0,4583.333333333333,120,136,4000.0,4500.0,4533.333333333333,56,6,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$13,12,to,4.583333333333333,4.75,73333,76000,46,48,4583.333333333333,4750.0,138,142,4600.0,4700.0,4733.333333333333,15,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$13,13,the,4.75,5.0,76000,80000,48,50,4750.0,5000.0,144,148,4800.0,4900.0,4933.333333333333,23,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-3g5yACwYnA$_$13,14,table.,5.0,5.5,80000,86386,50,55,5000.0,5399.125,150,162,5000.0,5400.0,5433.333333333333,38,5,0.7916666666666666,1.0,0.7916666666666666,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,0,We're,0.0,0.4954022988505748,0,7926,0,5,0.0,495.4022988505748,0,13,0.0,400.0,433.3333333333333,48,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,1,a,0.4954022988505748,0.5944827586206897,7926,9512,5,6,495.4022988505748,594.4827586206897,15,16,500.0,500.0,533.3333333333334,8,1,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,2,huge,0.5944827586206897,0.9908045977011496,9512,15853,6,10,594.4827586206897,990.8045977011496,18,28,600.0,900.0,933.3333333333334,38,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,3,user,0.9908045977011496,1.3871264367816092,15853,22194,10,14,990.8045977011496,1387.126436781609,30,40,1000.0,1300.0,1333.3333333333333,38,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,4,of,1.3871264367816092,1.585287356321839,22194,25365,14,16,1387.126436781609,1585.287356321839,42,46,1400.0,1500.0,1533.3333333333333,18,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,5,adhesives,1.585287356321839,2.477011494252874,25365,39632,16,25,1585.287356321839,2477.011494252874,48,73,1600.0,2400.0,2433.3333333333335,87,9,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,6,for,2.477011494252874,2.7742528735632184,39632,44388,25,28,2477.011494252874,2774.252873563218,75,82,2500.0,2700.0,2733.3333333333335,28,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,7,our,2.7742528735632184,3.0714942528735634,44388,49144,28,31,2774.252873563218,3071.4942528735633,84,91,2800.0,3000.0,3033.3333333333335,28,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,8,"operation,",3.0714942528735634,4.062298850574712,49144,64997,31,41,3071.4942528735633,4062.298850574712,93,121,3100.0,4000.0,4033.3333333333335,97,10,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,9,called,4.062298850574712,4.656781609195402,64997,74509,41,47,4062.298850574712,4656.781609195402,123,139,4100.0,4600.0,4633.333333333333,57,6,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,10,"flocking,",4.656781609195402,5.548505747126437,74509,88776,47,56,4656.781609195402,5548.505747126436,141,166,4700.0,5500.0,5533.333333333333,87,9,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,11,and,5.548505747126437,5.845747126436781,88776,93532,56,59,5548.505747126436,5845.747126436781,168,175,5600.0,5800.0,5833.333333333333,28,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,12,we,5.845747126436781,6.043908045977012,93532,96703,59,61,5845.747126436781,6043.908045977011,177,181,5900.0,6000.0,6033.333333333333,18,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,13,don't,6.043908045977012,6.539310344827586,96703,104629,61,66,6043.908045977011,6539.310344827586,183,196,6100.0,6500.0,6533.333333333333,48,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,14,have,6.539310344827586,6.935632183908046,104629,110970,66,70,6539.310344827586,6935.6321839080465,198,208,6600.0,6900.0,6933.333333333333,38,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,15,the,6.935632183908046,7.232873563218391,110970,115726,70,73,6935.6321839080465,7232.873563218391,210,217,7000.0,7200.0,7233.333333333333,28,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,16,technical,7.232873563218391,8.124597701149424,115726,129994,73,82,7232.873563218391,8124.597701149424,219,244,7300.0,8100.0,8133.333333333333,87,9,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,17,inside,8.124597701149424,8.719080459770115,129994,139505,82,88,8124.597701149424,8719.080459770115,246,262,8200.0,8700.0,8733.333333333334,57,6,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,18,compounding,8.719080459770115,9.80896551724138,139505,156943,88,99,8719.080459770115,9808.965517241379,264,295,8800.0,9800.0,9833.333333333334,107,11,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,19,or,9.80896551724138,10.00712643678161,156943,160114,99,101,9808.965517241379,10007.12643678161,297,301,9900.0,10000.0,10033.333333333334,18,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,20,the,10.00712643678161,10.304367816091954,160114,164870,101,104,10007.12643678161,10304.367816091954,303,310,10100.0,10300.0,10333.333333333334,28,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,21,technical,10.304367816091954,11.19609195402299,164870,179137,104,112,10304.367816091954,11196.09195402299,312,334,10400.0,11100.0,11133.333333333334,87,8,1.0,0.8888888888888888,0.8888888888888888,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,22,expertise,11.19609195402299,12.087816091954023,179137,193405,112,121,11196.09195402299,12087.816091954022,336,361,11200.0,12000.0,12033.333333333334,87,9,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,23,to,12.087816091954023,12.285977011494253,193405,196576,121,123,12087.816091954022,12285.977011494253,363,367,12100.0,12200.0,12233.333333333334,18,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,24,do,12.285977011494253,12.484137931034484,196576,199746,123,125,12285.977011494253,12484.137931034484,369,373,12300.0,12400.0,12433.333333333334,18,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,25,these,12.484137931034484,12.979540229885057,199746,207673,125,130,12484.137931034484,12979.540229885057,375,388,12500.0,12900.0,12933.333333333334,48,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,26,types,12.979540229885057,13.474942528735633,207673,215599,130,135,12979.540229885057,13474.942528735633,390,403,13000.0,13400.0,13433.333333333334,48,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,27,of,13.474942528735633,13.673103448275864,215599,218770,135,137,13474.942528735633,13673.103448275864,405,409,13500.0,13600.0,13633.333333333334,18,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$3,28,things.,13.673103448275864,14.366666666666665,218770,229246,137,144,13673.103448275864,14327.875,411,430,13700.0,14300.0,14333.333333333334,63,7,0.9402985074626866,1.0,0.9402985074626866,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,0,Key,0.0,0.3902777777777778,0,6244,0,4,0.0,390.27777777777777,0,10,0.0,300.0,333.3333333333333,37,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,1,Polymer,0.3902777777777778,1.300925925925926,6244,20815,4,14,390.27777777777777,1300.925925925926,12,40,400.0,1300.0,1333.3333333333333,89,10,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,2,brings,1.300925925925926,2.0814814814814815,20815,33304,14,21,1300.925925925926,2081.4814814814813,42,61,1400.0,2000.0,2033.3333333333333,76,7,1.0,0.875,0.875,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,3,a,2.0814814814814815,2.211574074074074,33304,35385,21,23,2081.4814814814813,2211.5740740740744,63,67,2100.0,2200.0,2233.3333333333335,11,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,4,technical,2.211574074074074,3.382407407407408,35385,54119,23,34,2211.5740740740744,3382.407407407408,69,100,2300.0,3300.0,3333.3333333333335,115,11,1.0,0.9166666666666666,0.9166666666666666,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,5,aspect,3.382407407407408,4.162962962962963,54119,66607,34,42,3382.407407407408,4162.962962962963,102,124,3400.0,4100.0,4133.333333333333,76,8,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,6,to,4.162962962962963,4.423148148148148,66607,70770,42,45,4162.962962962963,4423.148148148149,126,133,4200.0,4400.0,4433.333333333333,24,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,7,our,4.423148148148148,4.813425925925926,70770,77015,45,49,4423.148148148149,4813.425925925926,135,145,4500.0,4800.0,4833.333333333333,37,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,8,operation,4.813425925925926,5.984259259259259,77015,95748,49,60,4813.425925925926,5984.259259259259,147,178,4900.0,5900.0,5933.333333333333,115,11,1.0,0.9166666666666666,0.9166666666666666,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,9,that,5.984259259259259,6.50462962962963,95748,104074,60,66,5984.259259259259,6504.62962962963,180,196,6000.0,6500.0,6533.333333333333,50,6,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,10,we,6.50462962962963,6.764814814814816,104074,108237,66,68,6504.62962962963,6764.814814814816,198,202,6600.0,6700.0,6733.333333333333,24,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,11,don't,6.764814814814816,7.415277777777778,108237,118644,68,75,6764.814814814816,7415.277777777778,204,223,6800.0,7400.0,7433.333333333333,63,7,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,12,have,7.415277777777778,7.9356481481481485,118644,126970,75,80,7415.277777777778,7935.648148148149,225,238,7500.0,7900.0,7933.333333333333,50,5,1.0,0.8333333333333334,0.8333333333333334,proportional,True,transcript_proportional
-3g5yACwYnA$_$2,13,internally.,7.9356481481481485,9.366666666666667,126970,147701,80,94,7935.648148148149,9231.3125,240,278,8000.0,9333.333333333334,9366.666666666668,128,14,0.9078014184397163,0.9333333333333333,0.9078014184397163,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,0,We,0.0,0.14789915966386555,0,2366,0,2,0.0,147.89915966386556,0,4,0.0,100.0,133.33333333333334,13,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,1,have,0.14789915966386555,0.44369747899159667,2366,7099,2,5,147.89915966386556,443.69747899159665,6,13,200.0,400.0,433.3333333333333,28,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,2,many,0.44369747899159667,0.7394957983193278,7099,11832,5,8,443.69747899159665,739.4957983193277,15,22,500.0,700.0,733.3333333333334,28,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,3,new,0.7394957983193278,0.9613445378151261,11832,15382,8,10,739.4957983193277,961.344537815126,24,28,800.0,900.0,933.3333333333334,20,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,4,opportunities,0.9613445378151261,1.9226890756302522,15382,30763,10,20,961.344537815126,1922.689075630252,30,58,1000.0,1900.0,1933.3333333333333,94,10,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,5,through,1.9226890756302522,2.4403361344537817,30763,39045,20,25,1922.689075630252,2440.3361344537816,60,73,2000.0,2400.0,2433.3333333333335,50,5,1.0,0.8333333333333334,0.8333333333333334,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,6,the,2.4403361344537817,2.66218487394958,39045,42595,25,27,2440.3361344537816,2662.18487394958,75,79,2500.0,2600.0,2633.3333333333335,20,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,7,way,2.66218487394958,2.8840336134453786,42595,46145,27,29,2662.18487394958,2884.0336134453787,81,85,2700.0,2800.0,2833.3333333333335,20,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,8,things,2.8840336134453786,3.3277310924369754,46145,53244,29,34,2884.0336134453787,3327.7310924369754,87,100,2900.0,3300.0,3333.3333333333335,42,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,9,have,3.3277310924369754,3.6235294117647063,53244,57976,34,37,3327.7310924369754,3623.5294117647063,102,109,3400.0,3600.0,3633.3333333333335,28,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,10,changed,3.6235294117647063,4.141176470588236,57976,66259,37,42,3623.5294117647063,4141.176470588236,111,124,3700.0,4100.0,4133.333333333333,50,5,1.0,0.8333333333333334,0.8333333333333334,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,11,through,4.141176470588236,4.658823529411765,66259,74541,42,47,4141.176470588236,4658.823529411765,126,139,4200.0,4600.0,4633.333333333333,50,5,1.0,0.8333333333333334,0.8333333333333334,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,12,the,4.658823529411765,4.8806722689075634,74541,78091,47,49,4658.823529411765,4880.672268907563,141,145,4700.0,4800.0,4833.333333333333,20,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,13,"years,",4.8806722689075634,5.32436974789916,78091,85190,49,54,4880.672268907563,5324.36974789916,147,160,4900.0,5300.0,5333.333333333333,42,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,14,looking,5.32436974789916,5.84201680672269,85190,93472,54,59,5324.36974789916,5842.01680672269,162,175,5400.0,5800.0,5833.333333333333,50,5,1.0,0.8333333333333334,0.8333333333333334,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,15,for,5.84201680672269,6.063865546218487,93472,97022,59,61,5842.01680672269,6063.865546218487,177,181,5900.0,6000.0,6033.333333333333,20,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,16,new,6.063865546218487,6.2857142857142865,97022,100571,61,63,6063.865546218487,6285.714285714286,183,187,6100.0,6200.0,6233.333333333333,20,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,17,niche,6.2857142857142865,6.655462184873951,100571,106487,63,67,6285.714285714286,6655.462184873951,189,199,6300.0,6600.0,6633.333333333333,35,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,18,"high-end,",6.655462184873951,7.321008403361345,106487,117136,67,74,6655.462184873951,7321.008403361345,201,220,6700.0,7300.0,7333.333333333333,65,7,1.0,1.0,1.0,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,19,value-added,7.321008403361345,8.134453781512606,117136,130151,74,82,7321.008403361345,8134.453781512606,222,244,7400.0,8100.0,8133.333333333333,79,8,1.0,0.8888888888888888,0.8888888888888888,proportional,True,transcript_proportional
-3g5yACwYnA$_$9,20,products.,8.134453781512606,8.8,130151,139139,82,88,8134.453781512606,8696.1875,246,262,8200.0,8700.0,8733.333333333334,54,6,0.8307692307692308,0.8571428571428571,0.8307692307692308,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,0,Noncompliance,0.0,1.175478927203065,0,18808,0,12,0.0,1175.478927203065,0,34,0.0,1100.0,1133.3333333333333,116,12,1.0,1.0,1.0,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,1,can,1.175478927203065,1.446743295019157,18808,23148,12,15,1175.478927203065,1446.743295019157,36,43,1200.0,1400.0,1433.3333333333333,25,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,2,result,1.446743295019157,1.989272030651341,23148,31828,15,20,1446.743295019157,1989.2720306513409,45,58,1500.0,1900.0,1933.3333333333333,52,5,1.0,0.8333333333333334,0.8333333333333334,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,3,in,1.989272030651341,2.1701149425287354,31828,34722,20,22,1989.2720306513409,2170.1149425287354,60,64,2000.0,2100.0,2133.3333333333335,16,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,4,legal,2.1701149425287354,2.6222222222222222,34722,41956,22,27,2170.1149425287354,2622.222222222222,66,79,2200.0,2600.0,2633.3333333333335,43,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,5,liability,2.6222222222222222,3.436015325670498,41956,54976,27,35,2622.222222222222,3436.015325670498,81,103,2700.0,3400.0,3433.3333333333335,79,8,1.0,0.8888888888888888,0.8888888888888888,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,6,to,3.436015325670498,3.616858237547892,54976,57870,35,37,3436.015325670498,3616.8582375478923,105,109,3500.0,3600.0,3633.3333333333335,16,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,7,you,3.616858237547892,3.8881226053639844,57870,62210,37,39,3616.8582375478923,3888.1226053639843,111,115,3700.0,3800.0,3833.3333333333335,25,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,8,and,3.8881226053639844,4.1593869731800766,62210,66550,39,42,3888.1226053639843,4159.386973180077,117,124,3900.0,4100.0,4133.333333333333,25,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,9,to,4.1593869731800766,4.340229885057471,66550,69444,42,44,4159.386973180077,4340.229885057471,126,130,4200.0,4300.0,4333.333333333333,16,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,10,the,4.340229885057471,4.611494252873563,69444,73784,44,47,4340.229885057471,4611.494252873564,132,139,4400.0,4600.0,4633.333333333333,25,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,11,school,4.611494252873563,5.154022988505747,73784,82464,47,52,4611.494252873564,5154.022988505747,141,154,4700.0,5100.0,5133.333333333333,52,5,1.0,0.8333333333333334,0.8333333333333334,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,12,district,5.154022988505747,5.8773946360153255,82464,94038,52,59,5154.022988505747,5877.394636015326,156,175,5200.0,5800.0,5833.333333333333,70,7,1.0,0.875,0.875,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,13,in,5.8773946360153255,6.05823754789272,94038,96932,59,61,5877.394636015326,6058.23754789272,177,181,5900.0,6000.0,6033.333333333333,16,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,14,which,6.05823754789272,6.510344827586207,96932,104166,61,66,6058.23754789272,6510.3448275862065,183,196,6100.0,6500.0,6533.333333333333,43,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,15,you,6.510344827586207,6.781609195402299,104166,108506,66,68,6510.3448275862065,6781.6091954022995,198,202,6600.0,6700.0,6733.333333333333,25,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,16,are,6.781609195402299,7.052873563218391,108506,112846,68,71,6781.6091954022995,7052.873563218391,204,211,6800.0,7000.0,7033.333333333333,25,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-3nNcZdcdvU$_$5,17,employed.,7.052873563218391,7.866666666666666,112846,124618,71,79,7052.873563218391,7788.625,213,235,7100.0,7800.0,7833.333333333333,72,8,0.9113924050632911,0.8888888888888888,0.8888888888888888,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$2,0,”,0.0,0.09674796747967479,0,1548,0,1,0.0,96.74796747967478,0,1,0.0,0.0,33.333333333333336,8,1,1.0,1.0,1.0,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$2,1,[President,0.09674796747967479,1.0642276422764227,1548,17028,1,11,96.74796747967478,1064.2276422764228,3,31,100.0,1000.0,1033.3333333333333,95,10,1.0,1.0,1.0,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$2,2,Ronald,1.0642276422764227,1.6447154471544714,17028,26315,11,17,1064.2276422764228,1644.7154471544713,33,49,1100.0,1600.0,1633.3333333333333,56,6,1.0,1.0,1.0,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$2,3,Reagan:],1.6447154471544714,2.4186991869918697,26315,38699,17,25,1644.7154471544713,2418.6991869918697,51,73,1700.0,2400.0,2433.3333333333335,75,8,1.0,1.0,1.0,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$2,4,"""Look",2.4186991869918697,2.9024390243902434,38699,46439,25,30,2418.6991869918697,2902.4390243902435,75,88,2500.0,2900.0,2933.3333333333335,46,5,1.0,1.0,1.0,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$2,5,at,2.9024390243902434,3.0959349593495933,46439,49535,30,31,2902.4390243902435,3095.934959349593,90,91,3000.0,3000.0,3033.3333333333335,17,1,1.0,0.5,0.5,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$2,6,the,3.0959349593495933,3.3861788617886175,49535,54179,31,34,3095.934959349593,3386.1788617886173,93,100,3100.0,3300.0,3333.3333333333335,27,3,1.0,1.0,1.0,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$2,7,record,3.3861788617886175,3.9666666666666663,54179,62654,34,40,3386.1788617886173,3915.875,102,118,3400.0,3900.0,3933.3333333333335,51,6,0.9107142857142857,1.0,0.9107142857142857,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$5,0,"""",0.0,0.08666666666666666,0,1387,0,1,0.0,86.66666666666666,0,1,0.0,0.0,33.333333333333336,7,1,1.0,1.0,1.0,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$5,1,President,0.08666666666666666,0.8666666666666666,1387,13867,1,9,86.66666666666666,866.6666666666666,3,25,100.0,800.0,833.3333333333334,76,8,1.0,1.0,1.0,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$5,2,Ronald,0.8666666666666666,1.3866666666666665,13867,22187,9,14,866.6666666666666,1386.6666666666665,27,40,900.0,1300.0,1333.3333333333333,50,5,1.0,0.8333333333333334,0.8333333333333334,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$5,3,Reagan,1.3866666666666665,1.9066666666666665,22187,30507,14,20,1386.6666666666665,1906.6666666666665,42,58,1400.0,1900.0,1933.3333333333333,50,6,1.0,1.0,1.0,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$5,4,blamed,1.9066666666666665,2.4266666666666663,30507,38827,20,25,1906.6666666666665,2426.6666666666665,60,73,2000.0,2400.0,2433.3333333333335,50,5,1.0,0.8333333333333334,0.8333333333333334,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$5,5,the,2.4266666666666663,2.6866666666666665,38827,42987,25,27,2426.6666666666665,2686.6666666666665,75,79,2500.0,2600.0,2633.3333333333335,24,2,1.0,0.6666666666666666,0.6666666666666666,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$5,6,professional,2.6866666666666665,3.7266666666666666,42987,59627,27,38,2686.6666666666665,3726.6666666666665,81,112,2700.0,3700.0,3733.3333333333335,102,11,1.0,1.0,1.0,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$5,7,bureaucracy,3.7266666666666666,4.68,59627,74880,38,47,3726.6666666666665,4680.0,114,139,3800.0,4600.0,4633.333333333333,93,9,1.0,0.9,0.9,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$5,8,of,4.68,4.853333333333333,74880,77653,47,49,4680.0,4853.333333333333,141,145,4700.0,4800.0,4833.333333333333,15,2,1.0,1.0,1.0,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$5,9,education,4.853333333333333,5.633333333333333,77653,88705,49,57,4853.333333333333,5544.0625,147,168,4900.0,5600.0,5633.333333333333,67,8,0.881578947368421,1.0,0.881578947368421,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$6,0,And,0.0,0.4,0,6400,0,4,0.0,400.0,0,10,0.0,300.0,333.3333333333333,38,4,1.0,1.0,1.0,proportional,True,transcript_proportional
-HwX2H8Z4hY$_$6,1,in,0.4,0.6666666666666665,6400,10667,4,7,400.0,666.6666666666665,12,19,400.0,600.0,633.3333333333334,25,3,1.0,1.0,1.0,proportional,True,transcript_proportional
