sample_id,container_declared_duration_sec,container_effective_duration_sec,video_stream_declared_duration_sec,audio_decoded_duration_sec,video_decoded_duration_sec,alignment_timeline_duration_sec,declared_minus_decoded_timeline_sec,container_truncation_suspected,face_detection_rate,sampled_video_frame_count
-UuX1xuaiiE$_$1,13.434,10.35,10.35,10.2675,10.333333333333334,10.333333333333334,3.1006666666666653,True,0.04807692307692308,104
-UuX1xuaiiE$_$0,3.7,3.633333,3.6333333333333333,3.575875,3.6999999999999997,3.6999999999999997,4.440892098500626e-16,False,0.4864864864864865,37
-UuX1xuaiiE$_$3,10.634,4.130013,4.130013020833333,4.038375,4.1,4.1,6.534000000000001,True,0.9024390243902439,41
-UuX1xuaiiE$_$6,15.234,8.113997,8.113997395833334,7.943875,8.1,8.1,7.134,True,0.49382716049382713,81
-a55Q6RWvTA$_$3,22.617,22.153971,22.153971354166668,22.0833125,22.133333333333336,22.133333333333336,0.48366666666666447,True,0.009009009009009009,222
-aNfi7CP8vM$_$7,11.334,8.694987,8.694986979166666,8.5376875,8.666666666666666,8.666666666666666,2.6673333333333336,True,0.9885057471264368,87
-aqamKhZ1Ec$_$0,11.0,10.966667,10.966666666666667,10.8901875,11.0,11.0,0.0,False,0.9272727272727272,110
-dxfTGcXJoc$_$1,19.7,16.161003,16.161002604166665,16.018125,16.133333333333336,16.133333333333336,3.566666666666663,True,0.453416149068323,161
-dxfTGcXJoc$_$0,20.534,20.5,20.5,20.410375,20.533333333333335,20.533333333333335,0.0006666666666639287,False,0.21844660194174756,206
-dxfTGcXJoc$_$2,19.552,16.697982,16.697981770833334,16.6331875,16.666666666666668,16.666666666666668,2.8853333333333318,True,0.7485029940119761,167
-dxfTGcXJoc$_$6,12.967,12.735026,12.735026041666666,12.6284375,12.733333333333333,12.733333333333333,0.23366666666666802,True,0.5625,128
-egA8-b7-3M$_$26,11.5,6.03099,6.030989583333334,5.9205625,6.0,6.0,5.5,True,0.8333333333333334,60
-egA8-b7-3M$_$17,14.0,7.271029,7.271028645833334,7.09525,7.266666666666667,7.266666666666667,6.733333333333333,True,0.9863013698630136,73
-egA8-b7-3M$_$18,13.367,8.386003,8.386002604166666,8.26575,8.366666666666667,8.366666666666667,5.000333333333334,True,0.9404761904761905,84
-egA8-b7-3M$_$16,7.129,5.538021,5.538020833333333,5.483,5.533333333333333,5.533333333333333,1.5956666666666663,True,0.875,56
-egA8-b7-3M$_$13,6.967,4.183984,4.183984375,4.023875,4.166666666666667,4.166666666666667,2.8003333333333327,True,0.8095238095238095,42
-egA8-b7-3M$_$1,11.534,10.266016,10.266015625,10.15625,10.233333333333333,10.233333333333333,1.3006666666666682,True,0.8349514563106796,103
-egA8-b7-3M$_$6,8.035,6.264974,6.264973958333333,6.183125,6.233333333333333,6.233333333333333,1.8016666666666667,True,0.7936507936507936,63
-egA8-b7-3M$_$9,10.134,5.089974,5.089973958333333,4.936125,5.066666666666666,5.066666666666666,5.067333333333334,True,0.9411764705882353,51
-egA8-b7-3M$_$20,14.767,6.644987,6.644986979166666,6.4744375,6.633333333333333,6.633333333333333,8.133666666666667,True,0.9090909090909091,66
-iRBcNs9oI8$_$3,5.84,5.621,5.621,5.53825,5.6056,5.6056,0.23439999999999994,True,0.0,56
-iRBcNs9oI8$_$7,5.806,4.104,4.104,4.00575,4.070733333333333,4.070733333333333,1.735266666666667,True,0.0,41
-iRBcNs9oI8$_$6,7.475,2.903,2.903,2.8204375,2.8695333333333335,2.8695333333333335,4.605466666666667,True,0.0,29
-iRBcNs9oI8$_$9,7.152,3.416,3.416,3.3740625,3.4034,3.4034,3.7486,True,0.0,34
-iRBcNs9oI8$_$8,8.642,8.093,8.093,8.0260625,8.074733333333333,8.074733333333333,0.5672666666666668,True,0.0,81
-lzEya4AM_4$_$5,7.8,7.675,7.675,7.56975,7.666666666666667,7.666666666666667,0.13333333333333286,False,0.012987012987012988,77
-lzEya4AM_4$_$6,22.733,14.791992,14.7919921875,14.740375,14.766666666666666,14.766666666666666,7.966333333333335,True,0.527027027027027,148
-mJ2ud6oKI8$_$1,6.574,6.103,6.103,6.0545625,6.072733333333334,6.072733333333334,0.5012666666666661,True,0.0,61
-mJ2ud6oKI8$_$2,6.781,5.731,5.731,5.7016875,5.7057,5.7057,1.0752999999999995,True,0.0,57
-mJ2ud6oKI8$_$6,2.648,2.257,2.257,2.228125,2.2355666666666667,2.2355666666666667,0.41243333333333343,True,1.0,23
-mJ2ud6oKI8$_$9,10.01,7.033,7.033,6.9088125,7.007,7.007,3.003,True,0.9857142857142858,70
-mJ2ud6oKI8$_$8,8.662,4.192,4.192,4.171375,4.170833333333333,4.171375,4.4906250000000005,True,1.0,42
-mqbVkbCndg$_$0,6.5,6.466667,6.466666666666667,6.3855,6.5,6.5,0.0,False,0.9230769230769231,65
-t217m2on-s$_$2,8.011,5.686003,5.686002604166666,5.6301875,5.666666666666667,5.666666666666667,2.3443333333333323,True,0.6842105263157895,57
-t217m2on-s$_$7,18.7,17.183008,17.1830078125,17.026375,17.166666666666668,17.166666666666668,1.5333333333333314,True,0.6918604651162791,172
-tANM6ETl_M$_$3,9.1,6.758008,6.7580078125,6.603625,6.733333333333333,6.733333333333333,2.3666666666666663,True,0.13432835820895522,67
-tPCytz4rww$_$11,8.0,5.466992,5.4669921875,5.378625,5.466666666666667,5.466666666666667,2.533333333333333,True,0.9818181818181818,55
-tPCytz4rww$_$10,11.734,4.788997,4.788997395833333,4.6788125,4.766666666666667,4.766666666666667,6.967333333333333,True,0.875,48
-tPCytz4rww$_$12,18.767,11.863997,11.863997395833334,11.73625,11.833333333333334,11.833333333333334,6.9336666666666655,True,0.9915254237288136,118
-tPCytz4rww$_$16,13.236,7.20599,7.205989583333333,7.1391875,7.2,7.2,6.0360000000000005,True,0.9166666666666666,72
-tPCytz4rww$_$18,14.281,6.644987,6.644986979166666,6.5688125,6.633333333333333,6.633333333333333,7.647666666666668,True,0.9701492537313433,67
-vxjVxOeScU$_$4,11.734,9.127018,9.127018229166667,9.0370625,9.1,9.1,2.6340000000000003,True,0.9010989010989011,91
-wMB_hJL-3o$_$7,7.315,6.04401,6.044010416666667,5.975625,6.033333333333333,6.033333333333333,1.2816666666666672,True,0.9344262295081968,61
-wny0OAz3g8$_$1,9.1,6.84401,6.844010416666666,6.7765625,6.833333333333333,6.833333333333333,2.2666666666666666,True,0.18840579710144928,69
-wny0OAz3g8$_$0,3.334,3.333333,3.3333333333333335,3.2740625,3.333333333333333,3.333333333333333,0.0006666666666670373,False,0.5882352941176471,34
-wny0OAz3g8$_$3,11.169,6.146029,6.146028645833334,6.099875,6.133333333333333,6.133333333333333,5.035666666666668,True,0.41935483870967744,62
-wny0OAz3g8$_$2,11.934,6.686979,6.686979166666666,6.52275,6.666666666666667,6.666666666666667,5.267333333333332,True,0.6716417910447762,67
-wny0OAz3g8$_$5,9.967,6.911979,6.911979166666667,6.7414375,6.8999999999999995,6.8999999999999995,3.067000000000001,True,0.2608695652173913,69
-wny0OAz3g8$_$7,9.5,8.067969,8.06796875,7.9105,8.066666666666666,8.066666666666666,1.4333333333333336,True,0.35802469135802467,81
-wny0OAz3g8$_$9,9.867,6.213021,6.213020833333333,6.0435,6.2,6.2,3.6670000000000007,True,0.5645161290322581,62
-571d8cVauQ$_$0,5.167,5.066667,5.066666666666666,4.9923125,5.166666666666667,5.166666666666667,0.00033333333333285253,False,0.7884615384615384,52
-571d8cVauQ$_$5,18.5,15.272982,15.272981770833333,15.1153125,15.266666666666666,15.266666666666666,3.2333333333333343,True,0.934640522875817,153
-I_e4mIh0yE$_$1,10.767,7.622005,7.622005208333333,7.4443125,7.6,7.6,3.167,True,1.0,76
-I_e4mIh0yE$_$3,9.3,9.163021,9.163020833333333,8.9944375,9.133333333333333,9.133333333333333,0.16666666666666785,False,1.0,91
-UacrmKiTn4$_$10,12.634,7.361979,7.361979166666667,7.2420625,7.333333333333333,7.333333333333333,5.300666666666667,True,1.0,73
-UacrmKiTn4$_$4,6.223,4.741016,4.741015625,4.6819375,4.733333333333333,4.733333333333333,1.4896666666666665,True,1.0,48
-hnBHBN8p5A$_$7,9.176,7.372,7.372,7.308625,7.3406666666666665,7.3406666666666665,1.8353333333333337,True,0.0,59
-hnBHBN8p5A$_$6,11.429,6.401,6.401,6.3328125,6.381366666666667,6.381366666666667,5.047633333333334,True,0.0784313725490196,51
-qDkUB0GgYY$_$6,9.683,4.677995,4.677994791666666,4.6146875,4.666666666666667,4.666666666666667,5.016333333333333,True,1.0,47
-uywlfIYOS8$_$4,14.334,6.044987,6.044986979166667,5.881125,6.033333333333333,6.033333333333333,8.300666666666666,True,0.9833333333333333,60
-6rXp3zJ3kc$_$8,16.58,12.805013,12.805013020833334,12.738,12.8,12.8,3.7799999999999976,True,0.9609375,128
-9y-fZ3swSY$_$0,6.9,6.833333,6.833333333333333,6.7570625,6.8999999999999995,6.8999999999999995,8.881784197001252e-16,False,0.0,69
-9y-fZ3swSY$_$4,9.334,2.821029,2.821028645833333,2.6648125,2.8,2.8,6.534,True,0.03571428571428571,28
-9y-fZ3swSY$_$8,10.775,4.988997,4.988997395833334,4.9170625,4.966666666666667,4.966666666666667,5.808333333333334,True,0.0,50
-AUZQgSxyPQ$_$2,27.3,22.511003,22.511002604166666,22.4045625,22.5,22.5,4.800000000000001,True,1.0,225
-HeZS2-Prhc$_$2,15.834,8.261979,8.261979166666666,8.150875,8.233333333333333,8.233333333333333,7.600666666666667,True,0.8072289156626506,83
-MeTTeMJBNc$_$0,9.334,9.3,9.3,9.218375,9.333333333333334,9.333333333333334,0.0006666666666657051,False,0.9042553191489362,94
-MeTTeMJBNc$_$13,7.467,5.430013,5.430013020833333,5.2555625,5.3999999999999995,5.3999999999999995,2.067,True,0.9444444444444444,54
-MeTTeMJBNc$_$7,17.367,10.516992,10.5169921875,10.411375,10.5,10.5,6.867000000000001,True,0.8666666666666667,105
-RfYyzHpjk4$_$11,11.7,5.238997,5.238997395833334,5.074875,5.233333333333333,5.233333333333333,6.466666666666666,True,0.6923076923076923,52
-RfYyzHpjk4$_$8,11.657,4.588997,4.588997395833333,4.532375,4.566666666666666,4.566666666666666,7.090333333333334,True,0.5652173913043478,46
-RfYyzHpjk4$_$2,6.234,5.516016,5.516015625,5.391875,5.5,5.5,0.734,True,0.0,55
-UUCSKoHeMA$_$0,7.867,7.8,7.8,7.73225,7.866666666666666,7.866666666666666,0.0003333333333337407,False,0.9620253164556962,79
-ri04Z7vwnc$_$0,3.295,2.807,2.807,2.7633125,2.7944666666666667,2.7944666666666667,0.5005333333333333,True,0.0,23
-ri04Z7vwnc$_$2,6.966,6.027,6.027,5.9134375,6.005988888888888,6.005988888888888,0.960011111111112,True,0.3541666666666667,48
-ri04Z7vwnc$_$5,5.965,3.545,3.545,3.43975,3.5035000000000003,3.5035000000000003,2.4614999999999996,True,1.0,28
-s9qJ7ATP7w$_$1,10.9,4.791992,4.7919921875,4.643875,4.766666666666667,4.766666666666667,6.133333333333334,True,0.08333333333333333,48
-s9qJ7ATP7w$_$0,6.867,6.8,6.8,6.710625,6.866666666666666,6.866666666666666,0.0003333333333337407,False,0.13043478260869565,69
-s9qJ7ATP7w$_$5,13.567,8.561003,8.561002604166667,8.397875,8.533333333333333,8.533333333333333,5.033666666666667,True,0.03529411764705882,85
-s9qJ7ATP7w$_$4,6.2,4.427018,4.427018229166666,4.2469375,4.3999999999999995,4.3999999999999995,1.8000000000000007,True,0.022727272727272728,44
-s9qJ7ATP7w$_$7,12.767,6.966016,6.966015625,6.8385625,6.933333333333334,6.933333333333334,5.833666666666666,True,0.1,70
-s9qJ7ATP7w$_$6,6.6,2.475,2.475,2.3148125,2.4666666666666663,2.4666666666666663,4.133333333333333,True,0.0,25
-s9qJ7ATP7w$_$8,6.6,3.294987,3.2949869791666666,3.18425,3.2666666666666666,3.2666666666666666,3.333333333333333,True,0.696969696969697,33
-yRb-Jum7EQ$_$1,34.567,29.288021,29.288020833333334,29.1098125,29.26666666666667,29.26666666666667,5.300333333333331,True,0.447098976109215,293
-yRb-Jum7EQ$_$5,13.634,13.16901,13.169010416666667,13.0445625,13.166666666666666,13.166666666666666,0.46733333333333427,True,0.5227272727272727,132
-yRb-Jum7EQ$_$6,15.488,11.241995,11.2259765625,11.2425625,11.2,11.2425625,4.2454374999999995,True,0.45535714285714285,112
